gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,cltv
Male,Rural,High School,9.95,0,5,0.0,More than 1,B,Silver,61716
Male,Urban,High School,,1,2,3830.0,1,B,Platinum,111072
Female,Urban,Bachelor,,1,0,6347.0,More than 1,C,Platinum,182700
Male,Urban,High School,2.25,1,4,7091.0,More than 1,A,Gold,484368
Male,Urban,High School,7.86,1,4,5176.0,1,,Gold,40656
Male,Urban,High School,8.99,1,5,2032.0,1,A,Platinum,34008
Male,Urban,Bachelor,3.92,0,7,4074.0,More than 1,B,Platinum,72504
Female,Urban,Bachelor,3.98,1,5,11641.0,More than 1,A,Silver,118824
Male,Urban,High School,5.0,0,3,4132.0,More than 1,A,Silver,111588
Female,Rural,Bachelor,64.0,1,7,0.0,1,A,Platinum,61080
Male,Urban,Bachelor,5.94,1,3,2474.0,1,C,Gold,36252
Male,Urban,High School,5.99,0,5,4304.0,More than 1,A,Silver,357540
Male,Urban,High School,3.08,1,6,9277.0,More than 1,A,Gold,296184
Female,Rural,High School,32.72,1,5,2966.0,More than 1,A,Silver,45264
Male,Rural,High School,9.12,1,1,2356.0,1,A,Platinum,165444
Female,Rural,Bachelor,9.83,0,7,0.0,More than 1,B,Platinum,48156
Male,,High School,6.57,1,3,5782.0,More than 1,A,Gold,109224
Female,Urban,High School,6.03,0,6,6207.0,More than 1,A,Silver,65592
Female,Urban,High School,6.87,0,8,11634.0,More than 1,,Platinum,119052
Female,Rural,High School,69.9,1,5,2827.0,More than 1,A,Platinum,105960
Male,,High School,6.2,1,0,2111.0,More than 1,B,Platinum,53304
Female,Urban,Bachelor,7.79,1,8,5638.0,More than 1,A,Gold,63156
Female,Urban,High School,8.54,1,7,9540.0,1,A,Gold,51036
Male,Rural,Bachelor,9.11,1,5,0.0,1,A,Platinum,33768
Female,,Bachelor,9.33,0,2,5937.0,More than 1,A,Platinum,62868
Male,Rural,Bachelor,5.5,1,3,0.0,More than 1,A,Gold,72924
Female,Rural,Bachelor,5.59,1,0,6031.0,More than 1,B,Platinum,71736
Male,Urban,High School,,0,3,4948.0,More than 1,C,Platinum,147048
Male,Urban,Bachelor,9.3,1,6,2053.0,1,B,Platinum,102336
Male,Urban,High School,8.97,0,6,6783.0,More than 1,,Platinum,69516
Female,Rural,High School,6.0,1,4,0.0,1,B,Platinum,31308
Male,Urban,High School,16.29,1,8,0.0,More than 1,A,Gold,61308
Female,Urban,Bachelor,7.05,0,6,11453.0,More than 1,A,Platinum,290052
Male,Rural,Bachelor,6.01,1,7,,More than 1,B,Silver,66408
Female,Rural,High School,6.39,1,2,5561.0,More than 1,A,Gold,69660
Male,,Bachelor,4.6,0,8,3847.0,More than 1,B,Platinum,115788
Male,Urban,Bachelor,2.61,1,6,3344.0,1,B,Silver,32460
Female,Rural,Bachelor,22.44,0,7,0.0,1,A,Gold,66900
Female,Urban,High School,2.13,1,7,6072.0,1,A,Gold,29448
Male,Urban,High School,0.48,0,7,5878.0,More than 1,C,Platinum,96696
Female,Urban,Bachelor,4.18,0,7,8441.0,More than 1,,Platinum,91836
Male,Urban,High School,7.03,0,6,5472.0,More than 1,B,Platinum,60072
Male,Rural,High School,8.16,0,5,,More than 1,A,Silver,51684
Female,Urban,High School,3.38,0,7,9233.0,More than 1,A,Platinum,67704
Male,Urban,High School,96.09,0,6,4365.0,1,A,Platinum,32940
Male,Urban,High School,7.06,1,2,0.0,More than 1,C,Gold,61272
Male,Urban,High School,0.02,1,6,3501.0,More than 1,A,Silver,495456
Male,Urban,High School,,1,2,5619.0,More than 1,A,Platinum,106224
Female,Urban,Bachelor,4.57,0,7,5687.0,1,A,Platinum,32172
Male,Urban,High School,4.51,0,8,5812.0,More than 1,A,Platinum,305568
Female,Rural,High School,14.75,1,6,2174.0,More than 1,A,Platinum,63972
Male,Rural,High School,7.23,1,7,2762.0,1,A,Gold,35352
Male,Rural,Bachelor,17.43,0,2,,More than 1,A,Platinum,62664
Female,Urban,Bachelor,7.67,1,5,4399.0,More than 1,A,Platinum,118176
Male,,Bachelor,6.68,1,5,6215.0,More than 1,A,Platinum,68952
Male,Rural,Bachelor,7.43,0,3,6613.0,More than 1,C,Gold,241632
Male,Urban,High School,,0,5,5768.0,1,A,Platinum,36264
Male,Rural,High School,9.42,1,7,0.0,More than 1,A,Silver,64116
Female,Rural,High School,5.84,0,7,0.0,More than 1,B,Platinum,67704
Male,Urban,High School,7.39,1,2,3280.0,More than 1,A,Platinum,161328
Female,Urban,High School,5.45,1,5,4295.0,More than 1,B,Gold,114288
Male,Urban,Bachelor,3.16,0,2,13772.0,More than 1,A,Platinum,99324
Female,Urban,High School,9.61,0,5,8982.0,More than 1,A,Platinum,239580
Male,Urban,High School,9.88,1,5,0.0,1,A,Silver,33492
Male,Urban,High School,13.7,0,3,9354.0,More than 1,C,Platinum,113640
Male,Urban,Bachelor,4.52,0,2,14564.0,1,A,Gold,65400
Female,Urban,Bachelor,9.83,1,6,5540.0,More than 1,A,Platinum,269388
Male,Urban,High School,3.63,1,5,,1,A,Gold,32004
Male,Rural,High School,6.54,0,6,3048.0,1,A,Gold,69564
Male,Rural,High School,8.65,0,1,0.0,1,C,Platinum,52656
Female,Urban,High School,3.75,0,5,5711.0,1,,Platinum,34152
Male,Urban,Bachelor,3.65,0,2,6312.0,More than 1,A,Platinum,225192
Female,Rural,High School,9.5,1,1,0.0,More than 1,B,Platinum,61440
Female,Rural,High School,2.54,0,3,,More than 1,B,Platinum,59868
Male,Urban,Bachelor,6.29,0,5,,More than 1,A,Silver,108096
Male,Urban,High School,23.17,1,2,2533.0,More than 1,,Platinum,63864
Male,Urban,Bachelor,53.32,1,0,2162.0,1,A,Platinum,54816
Female,Urban,High School,5.43,1,7,9966.0,More than 1,B,Silver,71856
Male,Rural,High School,22.26,0,7,0.0,More than 1,A,Silver,67764
Male,Urban,High School,5.97,1,7,3066.0,More than 1,A,Silver,62880
Male,Urban,Bachelor,8.0,0,4,6535.0,More than 1,A,Silver,151344
Male,Urban,High School,3.45,1,6,10203.0,More than 1,C,Platinum,172020
Female,Urban,Bachelor,5.66,1,5,4325.0,More than 1,A,Platinum,182124
Male,Urban,High School,2.75,0,4,5752.0,1,A,Silver,32124
Male,Urban,High School,5.38,0,6,6140.0,More than 1,A,Platinum,100380
Female,Urban,High School,5.58,1,1,5509.0,More than 1,A,Silver,62964
Male,Urban,Bachelor,,0,4,3893.0,More than 1,A,Gold,110364
Female,Rural,Bachelor,4.71,1,7,0.0,More than 1,B,Silver,75036
Male,Urban,High School,3.56,1,6,11206.0,More than 1,A,Silver,372516
Female,Urban,High School,2.63,1,1,8467.0,More than 1,B,Gold,142992
Female,Rural,High School,7.4,1,4,0.0,More than 1,C,Gold,74616
Male,Rural,Bachelor,7.82,1,4,7253.0,More than 1,A,Platinum,115956
Male,Urban,High School,5.86,1,8,4222.0,More than 1,A,Platinum,61788
Male,Urban,Bachelor,96.15,0,6,7097.0,More than 1,A,Platinum,66900
Male,Urban,High School,9.57,0,4,5725.0,More than 1,A,Platinum,89040
Female,Urban,Others,9.7,0,5,2376.0,1,A,Platinum,33384
Male,Rural,High School,8.5,0,6,2010.0,More than 1,B,Platinum,64056
Female,Urban,Bachelor,,0,4,3802.0,More than 1,B,Platinum,151488
Male,Urban,High School,6.09,1,7,2552.0,More than 1,A,Silver,60948
Male,Urban,Bachelor,4.68,0,7,5618.0,More than 1,B,Silver,283908
Female,Rural,Bachelor,6.46,0,7,2309.0,1,B,Gold,31668
Male,Rural,Bachelor,,0,7,16338.0,More than 1,B,Silver,73488
Male,Urban,High School,8.77,1,8,4672.0,1,B,Silver,57804
Male,Rural,High School,18.72,1,4,2100.0,1,A,Silver,60024
Male,,Bachelor,9.45,0,4,3683.0,More than 1,B,Silver,179388
Male,Urban,Bachelor,8.38,1,0,6464.0,More than 1,A,Platinum,72708
Female,Urban,High School,6.78,0,4,4530.0,More than 1,A,Platinum,107292
Female,Urban,High School,5.61,1,4,2551.0,More than 1,A,Platinum,66900
Male,,Bachelor,9.89,1,6,0.0,1,A,Platinum,34440
Female,Urban,High School,3.94,1,5,2168.0,More than 1,B,Platinum,67548
Male,Urban,High School,6.35,0,6,7770.0,1,A,Silver,73740
Female,Rural,High School,5.35,1,1,0.0,1,A,Silver,31968
Male,Rural,Bachelor,75.98,1,1,0.0,More than 1,A,Platinum,51420
Female,Rural,Bachelor,9.6,1,0,2880.0,1,A,Platinum,66744
Male,Urban,High School,3.56,0,2,2024.0,More than 1,A,Gold,63012
Female,Urban,Bachelor,8.38,1,1,2681.0,1,B,Platinum,35676
Male,Urban,Bachelor,9.45,1,1,5475.0,More than 1,A,Gold,222300
Male,Rural,Bachelor,8.25,1,4,0.0,1,C,Platinum,66144
Male,Urban,High School,97.56,0,8,,More than 1,A,Silver,165564
Female,Urban,High School,4.3,0,6,7317.0,More than 1,,Platinum,111960
Male,Urban,High School,3.43,1,8,6218.0,More than 1,B,Platinum,117072
Female,Urban,High School,68.95,1,5,3744.0,1,A,Platinum,35052
Male,Urban,High School,5.59,1,6,,More than 1,A,Platinum,110340
Male,Rural,Bachelor,8.47,1,4,2025.0,1,,Silver,29532
Female,Urban,High School,3.99,1,8,5317.0,More than 1,A,Platinum,222120
Female,Urban,High School,8.66,0,6,0.0,More than 1,B,Gold,61644
Male,,Bachelor,7.1,0,2,5807.0,More than 1,A,Platinum,172344
Female,Rural,Bachelor,7.83,1,3,3085.0,More than 1,B,Platinum,94716
Female,Rural,High School,5.12,0,5,2672.0,More than 1,A,Gold,65520
Male,Urban,Bachelor,5.98,1,5,3574.0,1,A,Platinum,35256
Male,Rural,Bachelor,6.21,0,5,5028.0,1,A,Silver,35088
Female,Urban,High School,8.8,0,3,8432.0,More than 1,A,Gold,61620
Male,Urban,High School,6.42,1,6,5892.0,1,A,Platinum,32256
Male,Urban,Bachelor,6.81,0,4,4224.0,More than 1,A,Silver,71112
Male,Urban,High School,9.67,1,6,3449.0,More than 1,B,Platinum,374892
Male,Urban,Others,9.85,0,5,2463.0,More than 1,A,Silver,64320
Female,Rural,High School,8.98,1,5,2446.0,More than 1,B,Silver,62568
Female,Urban,Bachelor,3.75,0,3,4087.0,1,A,Silver,33708
Male,Rural,Bachelor,9.85,0,0,9594.0,1,,Silver,33696
Male,Urban,High School,6.33,0,5,11956.0,More than 1,A,Gold,70776
Female,Urban,Bachelor,3.1,1,4,,1,C,Gold,31152
Male,Urban,Bachelor,5.42,1,6,2202.0,More than 1,,Platinum,67596
Male,Urban,High School,7.44,1,4,3121.0,1,A,Platinum,214692
Male,Urban,Bachelor,3.52,0,6,6881.0,1,B,Platinum,68376
Male,Urban,Bachelor,6.88,1,6,8648.0,More than 1,A,Gold,85716
Female,Urban,Bachelor,4.48,1,6,6230.0,More than 1,,Platinum,62076
Female,Urban,Bachelor,8.8,1,6,3046.0,1,,Platinum,30192
Male,Urban,Bachelor,5.45,0,5,6359.0,More than 1,A,Platinum,60684
Male,Urban,High School,51.38,1,6,4241.0,More than 1,A,Platinum,90360
Male,Urban,High School,1.08,0,7,4267.0,More than 1,B,Gold,68520
Female,,High School,6.84,0,3,4153.0,More than 1,A,Gold,61332
Male,Urban,Bachelor,75.34,1,4,4404.0,More than 1,A,Platinum,63792
Female,Urban,Bachelor,0.05,0,7,5602.0,More than 1,B,Silver,66108
Female,Rural,Others,4.86,1,0,5935.0,More than 1,A,Gold,55464
Male,Urban,Bachelor,9.88,0,6,9069.0,More than 1,B,Platinum,172200
Female,Urban,Bachelor,52.0,0,4,5251.0,More than 1,B,Silver,124692
Female,,Bachelor,9.84,1,6,5675.0,More than 1,C,Gold,146820
Female,Rural,Bachelor,5.44,1,4,4234.0,More than 1,A,Platinum,72444
Female,Rural,High School,4.34,0,2,3770.0,1,A,Platinum,48732
Female,Urban,High School,,0,2,4828.0,More than 1,A,Gold,61848
Male,Urban,Bachelor,5.4,1,6,9890.0,More than 1,A,Silver,280284
Male,,High School,3.2,1,4,9202.0,More than 1,,Gold,219552
Male,Rural,High School,9.3,1,1,6931.0,1,C,Gold,60144
Male,Urban,High School,7.37,0,1,2818.0,More than 1,C,Silver,96684
Female,Rural,Bachelor,4.61,1,6,0.0,More than 1,A,Silver,132108
Male,Urban,High School,71.57,1,4,3845.0,More than 1,A,Platinum,111336
Male,Urban,Bachelor,6.69,1,8,2392.0,More than 1,A,Gold,76752
Male,,High School,,1,3,2109.0,More than 1,B,Platinum,69132
Female,Rural,Bachelor,79.22,1,7,2238.0,More than 1,B,Platinum,80280
Male,,Bachelor,5.68,0,6,4450.0,1,B,Silver,30624
Male,Urban,High School,8.35,0,0,4315.0,More than 1,A,Platinum,68028
Male,Urban,High School,4.21,0,2,4041.0,More than 1,A,Gold,103728
Male,Urban,High School,5.63,1,6,7098.0,More than 1,A,Gold,141132
Male,Rural,High School,3.31,0,4,3720.0,1,B,Gold,67584
Female,Urban,Bachelor,8.08,0,4,4067.0,1,A,Platinum,64776
Female,,High School,28.87,0,3,0.0,More than 1,B,Silver,79296
Male,,Bachelor,9.86,0,3,0.0,1,A,Platinum,29460
Male,Urban,Bachelor,8.18,1,5,6395.0,1,C,Gold,30144
Female,Urban,Bachelor,8.13,1,8,11369.0,1,A,Silver,100296
Female,Rural,Bachelor,5.46,1,1,3133.0,More than 1,A,Gold,62472
Female,Urban,Bachelor,2.98,1,7,6584.0,1,A,Platinum,45468
Female,Urban,Bachelor,8.17,1,6,0.0,More than 1,B,Platinum,63168
Male,Urban,High School,2.48,1,5,10851.0,More than 1,A,Platinum,104940
Male,Urban,High School,8.78,1,1,2686.0,More than 1,A,Platinum,103476
Female,Urban,High School,3.56,0,5,5002.0,More than 1,A,Silver,64536
Male,Urban,High School,6.98,1,1,2617.0,1,A,Platinum,38100
Male,Urban,Bachelor,0.32,1,7,6117.0,1,A,Platinum,33744
Male,,Bachelor,2.71,0,6,8921.0,More than 1,A,Platinum,173388
Male,Urban,Bachelor,97.61,1,5,16058.0,More than 1,A,Silver,66192
Male,Urban,High School,4.74,0,4,,More than 1,A,Platinum,109524
Female,Rural,High School,8.22,1,8,0.0,More than 1,B,Platinum,104040
Male,Rural,High School,6.38,1,4,2978.0,More than 1,B,Silver,103800
Male,Urban,Bachelor,9.09,0,3,4364.0,More than 1,B,Platinum,68436
Female,Urban,High School,4.62,0,2,13127.0,More than 1,A,Silver,176928
Male,Urban,Bachelor,7.83,0,6,,More than 1,A,Gold,303624
Male,Urban,High School,2.17,1,1,6090.0,More than 1,A,Silver,174108
Female,Urban,Bachelor,4.14,0,1,10882.0,More than 1,A,Platinum,164940
Male,Urban,Bachelor,7.97,1,5,10861.0,1,A,Platinum,65856
Female,Rural,High School,52.32,0,5,,More than 1,B,Silver,65676
Male,Urban,High School,8.9,1,3,5731.0,More than 1,A,Gold,245880
Female,Urban,High School,22.25,0,4,7413.0,1,A,Gold,38472
Female,Rural,High School,6.09,0,6,2817.0,1,A,Platinum,52392
Male,Urban,Bachelor,7.64,1,1,2838.0,More than 1,A,Silver,65520
Female,Urban,High School,8.52,0,1,4236.0,More than 1,A,Gold,63348
Female,Rural,Bachelor,,0,6,0.0,More than 1,B,Platinum,63504
Female,Urban,Bachelor,3.07,1,6,4506.0,More than 1,A,Gold,69708
Female,Rural,High School,7.19,0,5,6210.0,More than 1,A,Platinum,57744
Male,Urban,High School,,1,8,7860.0,More than 1,A,Silver,62184
Male,Urban,Others,95.03,0,7,2511.0,More than 1,B,Silver,68280
Female,Urban,High School,3.13,1,0,7984.0,More than 1,A,Gold,61464
Male,Rural,High School,19.46,1,7,0.0,More than 1,B,Platinum,56124
Female,Urban,Bachelor,2.79,0,7,6121.0,More than 1,A,Platinum,99048
Male,Rural,Bachelor,,1,4,2587.0,1,B,Platinum,61608
Male,Urban,Bachelor,61.87,0,7,5924.0,More than 1,C,Platinum,235380
Male,Urban,High School,6.13,1,6,0.0,1,A,Platinum,35052
Male,Urban,High School,1.81,1,5,5880.0,1,A,Gold,34236
Female,Urban,Bachelor,4.59,0,7,10805.0,More than 1,B,Platinum,59352
Male,Urban,High School,3.64,1,8,8608.0,More than 1,C,Silver,91116
Female,Urban,Bachelor,5.33,0,5,4767.0,1,A,Platinum,33132
Female,Urban,Bachelor,53.31,0,1,10582.0,More than 1,A,Platinum,110844
Male,Urban,Bachelor,29.67,1,2,,More than 1,A,Platinum,32412
Male,Rural,Bachelor,6.74,0,6,3705.0,1,C,Silver,29280
Male,Rural,Bachelor,7.0,1,7,2691.0,1,B,Gold,33660
Male,Urban,High School,5.77,1,1,5848.0,1,A,Silver,33348
Male,Rural,High School,66.2,1,1,2451.0,More than 1,A,Gold,70368
Male,Urban,Bachelor,6.38,1,3,,1,B,Silver,32460
Female,,High School,6.49,1,1,2265.0,1,B,Gold,56664
Female,,Bachelor,,0,7,10628.0,More than 1,A,Platinum,310932
Male,Urban,High School,5.4,0,1,7180.0,More than 1,A,Gold,63132
Male,Urban,Bachelor,9.74,1,8,5332.0,More than 1,A,Gold,273816
Male,Urban,High School,4.94,1,7,4489.0,More than 1,A,Platinum,288024
Female,Rural,Bachelor,5.85,0,6,2606.0,More than 1,A,Platinum,91956
Female,Urban,High School,4.71,0,7,4551.0,More than 1,A,Silver,98580
Female,Urban,High School,7.88,1,7,3643.0,More than 1,A,Platinum,62412
Female,,Bachelor,6.57,0,1,2616.0,1,A,Platinum,31860
Female,Urban,High School,8.36,0,1,6186.0,1,A,Silver,51408
Male,Urban,Bachelor,5.87,1,6,4047.0,More than 1,A,Platinum,100752
Female,Urban,High School,,0,8,3799.0,More than 1,A,Gold,60540
Female,Urban,High School,5.33,1,3,3721.0,More than 1,A,Platinum,99888
Female,Urban,High School,9.61,1,4,6019.0,More than 1,A,Gold,104820
Female,Rural,Bachelor,8.13,0,7,0.0,More than 1,C,Silver,64812
Male,Urban,High School,8.66,1,1,4282.0,1,A,Platinum,49764
Female,Urban,Bachelor,7.49,0,8,6399.0,More than 1,A,Platinum,101556
Male,Urban,High School,2.87,0,0,5515.0,1,A,Platinum,31056
Male,Urban,Bachelor,5.61,1,4,6216.0,More than 1,B,Silver,54984
Female,Rural,High School,6.28,0,7,,More than 1,B,Platinum,94764
Female,Urban,Bachelor,7.22,1,0,5695.0,More than 1,B,Platinum,30012
Female,Urban,High School,5.74,1,6,0.0,More than 1,C,Silver,266736
Female,Urban,Bachelor,5.39,1,4,5585.0,1,A,Platinum,32892
Male,Urban,High School,6.31,0,8,2233.0,More than 1,A,Platinum,106548
Male,Urban,Bachelor,5.46,0,7,6194.0,More than 1,A,Silver,57684
Male,Urban,High School,8.2,0,5,10376.0,More than 1,A,Silver,53328
Female,Urban,Bachelor,,0,6,3806.0,More than 1,,Silver,106500
Female,Urban,High School,0.28,0,6,4857.0,More than 1,C,Silver,184680
Female,Urban,High School,3.66,0,6,5265.0,More than 1,A,Platinum,338772
Male,Urban,High School,3.41,1,7,3715.0,More than 1,A,Gold,118032
Female,Urban,Bachelor,7.38,1,6,3979.0,More than 1,A,Platinum,61476
Female,Rural,Bachelor,3.5,1,3,5649.0,1,A,Silver,45888
Male,Urban,Bachelor,5.91,0,8,3717.0,More than 1,B,Platinum,130080
Male,Urban,Bachelor,4.59,1,3,3923.0,More than 1,A,Platinum,111204
Female,Urban,High School,2.75,1,5,2775.0,More than 1,A,Gold,63072
Male,Urban,Bachelor,,1,3,4237.0,More than 1,B,Platinum,93936
Female,Urban,High School,74.68,0,3,0.0,More than 1,A,Gold,142260
Female,Urban,High School,7.32,1,2,3745.0,1,A,Gold,35352
Male,Urban,Bachelor,7.03,1,8,,More than 1,B,Gold,104016
Female,Urban,High School,8.37,1,7,6222.0,More than 1,A,Platinum,341400
Male,Urban,Bachelor,2.27,0,6,2890.0,More than 1,B,Silver,63972
Male,,High School,3.5,0,5,6641.0,More than 1,B,Platinum,94872
Female,Urban,High School,2.85,0,5,5439.0,1,B,Platinum,98388
Female,Rural,High School,4.7,1,6,,More than 1,A,Platinum,313056
Female,Urban,Bachelor,5.67,1,5,2634.0,More than 1,A,Silver,72180
Male,Urban,High School,6.85,1,5,6481.0,1,,Silver,41136
Male,Urban,High School,8.52,1,5,7462.0,More than 1,A,Platinum,105864
Female,Rural,Bachelor,85.67,0,5,7216.0,More than 1,B,Platinum,361032
Female,Urban,High School,2.75,0,5,5802.0,1,A,Platinum,63216
Male,Rural,High School,8.67,0,4,0.0,1,,Platinum,29124
Female,Urban,High School,7.47,0,5,,1,B,Platinum,30900
Female,Urban,Bachelor,7.34,1,6,,More than 1,A,Silver,59832
Female,Urban,High School,93.78,0,4,6906.0,More than 1,A,Gold,212076
Male,Urban,High School,8.96,1,6,6541.0,1,A,Platinum,33852
Male,Urban,Bachelor,64.4,1,6,2998.0,More than 1,A,Platinum,68232
Female,Urban,High School,30.17,1,1,2570.0,1,A,Platinum,50592
Male,Rural,Bachelor,7.7,0,8,4329.0,1,A,Platinum,104892
Male,Rural,Bachelor,5.12,1,4,0.0,More than 1,A,Platinum,95952
Female,Urban,High School,1.96,0,6,6278.0,1,C,Gold,54672
Female,Urban,High School,9.19,0,5,5246.0,More than 1,A,Gold,94332
Male,Rural,High School,6.36,1,7,2872.0,More than 1,A,Platinum,49836
Male,Rural,Bachelor,6.93,0,5,4657.0,1,B,Silver,31536
Female,Urban,High School,4.69,0,2,4844.0,More than 1,B,Silver,110832
Female,Rural,High School,8.19,0,6,0.0,More than 1,A,Platinum,72792
Male,Urban,Bachelor,4.65,0,2,3023.0,More than 1,C,Gold,54024
Male,Rural,High School,32.04,1,8,2844.0,More than 1,A,Platinum,63276
Female,Urban,Bachelor,9.41,0,8,4307.0,1,A,Silver,32340
Female,Urban,High School,9.81,0,5,4493.0,More than 1,A,Platinum,30660
Male,Urban,Bachelor,3.31,0,7,7756.0,More than 1,B,Platinum,63336
Male,Rural,Bachelor,50.29,0,2,,More than 1,B,Gold,64404
Male,Urban,Bachelor,4.81,0,2,6842.0,More than 1,A,Gold,61980
Male,Rural,High School,9.97,0,2,5157.0,1,,Gold,54108
Male,,High School,8.64,1,6,7691.0,More than 1,B,Gold,63612
Female,Rural,High School,8.46,1,6,0.0,1,A,Gold,61992
Female,Rural,High School,9.62,0,6,0.0,More than 1,A,Platinum,103260
Male,Urban,High School,,1,6,7406.0,1,C,Platinum,70560
Male,,Bachelor,66.85,1,2,4967.0,More than 1,A,Platinum,61272
Male,,High School,77.62,1,5,0.0,1,B,Platinum,36072
Female,,High School,9.39,1,7,2944.0,More than 1,A,Platinum,112716
Male,Urban,High School,4.13,1,1,7773.0,1,A,Gold,379548
Male,Rural,High School,2.05,0,6,2201.0,More than 1,B,Gold,29868
Male,Rural,Bachelor,5.18,0,0,0.0,1,A,Platinum,32496
Male,Rural,Bachelor,,0,2,0.0,More than 1,C,Gold,48396
Male,Urban,High School,3.49,0,6,6061.0,1,A,Gold,63240
Male,Urban,High School,83.66,1,8,5785.0,1,B,Silver,64080
Female,,High School,4.82,1,6,8696.0,1,A,Gold,43296
Male,Urban,High School,4.08,0,5,6391.0,More than 1,A,Silver,102396
Female,Urban,Bachelor,6.33,1,4,0.0,More than 1,A,Platinum,124320
Male,Urban,Bachelor,7.2,1,8,3654.0,More than 1,A,Gold,67848
Male,Urban,Bachelor,9.15,1,0,4293.0,More than 1,A,Platinum,179340
Male,Rural,High School,9.95,1,6,2541.0,1,A,Platinum,36672
Female,,Bachelor,4.85,0,6,9883.0,More than 1,C,Platinum,156768
Male,Urban,High School,8.19,1,6,3796.0,More than 1,,Platinum,170484
Female,Urban,High School,7.25,1,5,0.0,1,A,Silver,29400
Female,Rural,High School,7.01,1,7,0.0,More than 1,B,Platinum,67668
Female,Rural,High School,3.66,1,4,4965.0,1,,Platinum,30936
Female,Urban,High School,,1,8,3683.0,More than 1,A,Platinum,67200
Female,Urban,High School,25.33,0,1,4373.0,More than 1,A,Platinum,516936
Male,Urban,Bachelor,2.4,0,6,13780.0,More than 1,A,Platinum,336540
Female,Rural,Bachelor,4.68,1,6,,1,B,Silver,33996
Female,Rural,Others,6.45,1,0,3496.0,More than 1,C,Platinum,64812
Male,Urban,High School,8.21,1,1,7271.0,More than 1,A,Platinum,51792
Male,Rural,Others,26.05,0,7,0.0,1,B,Platinum,54432
Male,Rural,Bachelor,9.78,1,3,0.0,1,A,Gold,39108
Female,Urban,Bachelor,11.02,1,5,3438.0,1,A,Platinum,40932
Male,Urban,High School,8.33,0,4,9825.0,More than 1,A,Platinum,354792
Male,Urban,High School,3.87,1,0,4729.0,More than 1,A,Platinum,68988
Male,Urban,High School,3.23,1,1,3582.0,1,A,Platinum,31476
Male,Urban,High School,66.56,0,2,4868.0,More than 1,A,Platinum,68724
Female,Urban,High School,3.77,0,6,5704.0,1,A,Platinum,65328
Male,Urban,Bachelor,6.86,0,6,0.0,1,C,Platinum,52128
Male,Urban,High School,4.04,0,2,5218.0,More than 1,A,Platinum,189072
Male,Urban,Bachelor,,1,7,5276.0,More than 1,B,Silver,66972
Male,Urban,High School,4.86,1,4,12065.0,More than 1,B,Platinum,63564
Female,Urban,Bachelor,5.72,1,5,5881.0,More than 1,A,Gold,103320
Female,Urban,High School,0.27,1,8,,More than 1,A,Platinum,55164
Female,Urban,High School,,1,8,4244.0,More than 1,A,Platinum,55812
Male,Rural,Bachelor,8.97,0,5,3309.0,1,A,Platinum,54012
Male,Urban,High School,3.36,1,2,7292.0,More than 1,B,Silver,132876
Female,Rural,High School,8.04,1,8,6458.0,More than 1,B,Gold,59700
Female,Urban,High School,8.87,0,2,6454.0,1,A,Silver,31716
Female,Urban,Bachelor,4.25,0,7,6007.0,More than 1,A,Silver,110064
Female,Urban,High School,3.18,0,3,4561.0,More than 1,A,Platinum,61632
Male,Urban,High School,2.22,0,7,5268.0,More than 1,B,Platinum,104220
Male,Urban,High School,30.7,1,8,6492.0,More than 1,A,Platinum,62436
Female,Urban,Bachelor,8.7,1,6,4281.0,More than 1,A,Platinum,124404
